I500,INSUFFISANCE CARDIAQUE GAUCHE,
I500,INSUFFISANCE CARDIAQUE GAUCHE,15
I500,INSUFFISANCE CARDIAQUE GAUCHE,81
I500,INSUFFISANCE CARDIAQUE GAUCHE,116
I500,INSUFFISANCE CARDIAQUE GAUCHE,115
I500,INSUFFISANCE CARDIAQUE GAUCHE,118
I500,INSUFFISANCE CARDIAQUE GAUCHE,146
K50,MALADIE DE CROHN,94
K50,MALADIE DE CROHN,
K50,MALADIE DE CROHN,140
K50,MALADIE DE CROHN,
K50,MALADIE DE CROHN,
K50,MALADIE DE CROHN,
E790,LA GOUTTE,4
E790,LA GOUTTE,94
E790,LA GOUTTE,
E790,LA GOUTTE,
E790,LA GOUTTE,
E790,LA GOUTTE,
E119,DIABETE DE TYPE 2,
E119,DIABETE DE TYPE 2,83
E119,DIABETE DE TYPE 2,150
E119,DIABETE DE TYPE 2,155
E119,DIABETE DE TYPE 2,189
E119,DIABETE DE TYPE 2,131
J45,ASTHME CHRONIQUE,88
J45,ASTHME CHRONIQUE,86
J45,ASTHME CHRONIQUE,94
J45,ASTHME CHRONIQUE,40
J45,ASTHME CHRONIQUE,86
J45,ASTHME CHRONIQUE,87
J45,ASTHME CHRONIQUE,50
G40,EPILEPSIE,77
G40,EPILEPSIE,133
G40,EPILEPSIE,79
G35,SCLEROSE EN PLAQUE,160
N30,CYSTITE,90
N30,CYSTITE,176
N30,CYSTITE,82
A19,TUBERCULOSE,64
A19,TUBERCULOSE,33
A19,TUBERCULOSE,134
A19,TUBERCULOSE,67
A19,TUBERCULOSE,10
A19,TUBERCULOSE,55
L20,ECZEMA,208
L20,ECZEMA,209
L20,ECZEMA,210
