60002283,"ANASTROZOLE ACCORD 1 mg, comprimé pelliculé",comprimé pelliculé,3
60002504,"RANITIDINE BIOGARAN 150 mg, comprimé effervescent",comprimé effervescent(e),3
60004487,"TRAMADOL EG L.P. 200 mg, comprimé à libération prolongée",comprimé à libération prolongée,3
60005856,"FAMOTIDINE EG 20 mg, comprimé pelliculé",comprimé pelliculé,3
60007437,"ATORVASTATINE TEVA SANTE 40 mg, comprimé pelliculé",comprimé pelliculé,3
60008927,"RIVASTIGMINE EG 1,5 mg, gélule",gélule,5
60009573,"PARACETAMOL/CODEINE TEVA 500 mg/30 mg, comprimé pelliculé",comprimé pelliculé,3
60009616,"RANITIDINE TEVA 300 mg, comprimé effervescent",comprimé effervescent(e),3
60010084,"THIOPENTAL MEDIPHA 500 mg, poudre pour solution injectable",poudre pour solution injectable,
60010885,"CIPROFLOXACINE RANBAXY 250 mg, comprimé pelliculé",comprimé pelliculé,3
60014894,"FAMENPAX, comprimé orodispersible",comprimé orodispersible,3
60015448,"GELSEMIUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60016308,"CARVEDILOL MYLAN 25 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60016589,"LEVOCARNIL 1 g/5 ml, solution injectable en ampoule",solution injectable,
60017367,"MUCINUM A L'EXTRAIT DE CASCARA, comprimé enrobé",comprimé enrobé,3
60018088,"LYRICA 300 mg, gélule",gélule,5
60018444,"ENTECAVIR TEVA 1 mg, comprimé pelliculé",comprimé pelliculé,3
60018896,"PERINDOPRIL TOSILATE TEVA 10 mg, comprimé pelliculé",comprimé pelliculé,3
60019329,"DOXYLAMINE CRISTERS 15 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60019927,"SOLIAN 100 mg, comprimé sécable",comprimé sécable,3
60021127,"SPIRONOLACTONE MYLAN 75 mg, comprimé pelliculé",comprimé pelliculé,3
60021216,"PERSANTINE 75 mg, comprimé enrobé",comprimé enrobé,3
60021771,"FIBROVEIN 3 %, solution injectable",solution injectable,
60025054,"ADEMPAS 1,5 mg, comprimé pelliculé",comprimé pelliculé,3
60025403,"EFFERALGAN 1000 mg, comprimé pelliculé",comprimé pelliculé,3
60026494,"KALOBA 20 mg, comprimé pelliculé",comprimé pelliculé,3
60026957,"GLIBENCLAMIDE TEVA 5 mg, comprimé sécable",comprimé sécable,3
60028050,"GABAPENTINE RANBAXY 400 mg, gélule",gélule,5
60028495,"DOLIRHUMEPRO PARACETAMOL, PSEUDOEPHEDRINE ET DOXYLAMINE, comprimé",comprimé et  comprimé,3
60028552,"TRACRIUM 25 mg/2,5 ml (1 POUR CENT), solution injectable en ampoule",solution injectable,
60029394,"TADALAFIL EG 10 mg, comprimé pelliculé",comprimé pelliculé,3
60031071,"ARIPIPRAZOLE SANDOZ 10 mg, comprimé orodispersible",comprimé orodispersible,3
60031527,"EUPANTOL 20 mg, comprimé gastro-résistant",comprimé gastro-résistant(e),3
60033510,"VANCOMYCINE MYLAN 125 mg, poudre pour solution à diluer pour perfusion",poudre pour solution à diluer pour perfusion,
60035714,"SIMPONI 50 mg, solution injectable en seringue préremplie",solution injectable,
60037327,"PROTAMINE CHOAY 1000 U.A.H./ml, solution injectable",solution injectable,
60037380,"AMLODIPINE/VALSARTAN KRKA 5 mg/160 mg, comprimé pelliculé",comprimé pelliculé,3
60038468,"LAMOTRIGINE ARROW LAB 200 mg, comprimé dispersible ou à croquer",comprimé dispersible ou à croquer,3
60041560,"TRAMADOL CRISTERS LP 150 mg, comprimé pelliculé à libération prolongée",comprimé pelliculé à libération prolongée,3
60042395,"CACTUS GRANDIFLORUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60043077,"OXCARBAZEPINE MYLAN 300 mg, comprimé pelliculé",comprimé pelliculé,3
60044784,"LEVETIRACETAM MYLAN PHARMA 250 mg, comprimé pelliculé",comprimé pelliculé,3
60044987,"CAPECITABINE MYLAN 500 mg, comprimé pelliculé",comprimé pelliculé,3
60049895,"RAMIPRIL ALMUS 10 mg, comprimé sécable",comprimé sécable,3
60051316,"LEVETIRACETAM MYLAN 250 mg, comprimé pelliculé",comprimé pelliculé,3
60053694,"COVERSYL 10 mg, comprimé pelliculé",comprimé pelliculé,3
60054376,"DACARBAZINE LIPOMED 1000 mg, poudre pour solution pour perfusion",poudre pour solution injectable ou pour perfusion,
60056815,"DIOSMINE RPG 600 mg, comprimé pelliculé",comprimé pelliculé,3
60058008,"EXFORGE 10 mg/160 mg, comprimé pelliculé",comprimé pelliculé,3
60058378,"SPIRONOLACTONE ZENTIVA 75 mg, comprimé sécable",comprimé sécable,3
60058517,"GABITRIL 10 mg, comprimé pelliculé",comprimé pelliculé,3
60058620,"LYNPARZA 150 mg, comprimé pelliculé",comprimé pelliculé,3
60059081,"RITALINE 10 mg, comprimé sécable",comprimé sécable,3
60061171,"TETRALYSAL 150 mg, gélule",gélule,5
60061602,"PREGABALINE TEVA SANTE 200 mg, gélule",gélule,5
60064527,"DAFLON 500 mg, comprimé pelliculé",comprimé pelliculé,3
60064872,"GALANTAMINE ARROW LP 8 mg, gélule à libération prolongée",gélule à libération prolongée,5
60065198,"CELIPROLOL ZENTIVA 200 mg, comprimé pelliculé",comprimé pelliculé,3
60065294,"PANTOPRAZOLE ZF 20 mg, comprimé gastro-résistant",comprimé gastro-résistant(e),3
60068002,"ESCITALOPRAM MYLAN 10 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60070195,"TRENTADIL 300 mg, comprimé enrobé",comprimé enrobé,3
60070665,"MIRCERA 200 microgrammes/0,3 ml, solution injectable en seringue préremplie",solution injectable,
60071190,"SIMVASTATINE SANDOZ 10 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60071233,"DARUNAVIR REDDY PHARMA 600 mg, comprimé pelliculé",comprimé pelliculé,3
60071379,"OROMONE 2 mg, comprimé pelliculé",comprimé pelliculé,3
60071952,"EUPANTOL 40 mg, comprimé gastro-résistant",comprimé gastro-résistant(e),3
60072050,"THUYA OCCIDENTALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60073608,"LEVOCETIRIZINE KRKA 5 mg, comprimé pelliculé",comprimé pelliculé,3
60073907,"DONEPEZIL MYLAN 10 mg, comprimé orodispersible",comprimé orodispersible,3
60073914,"IBUPROFENE BIOGARAN CONSEIL 400 mg, comprimé pelliculé",comprimé pelliculé,3
60074432,"PERMIXON 160 mg, gélule",gélule,5
60074934,"MYAMBUTOL 1000 mg/10 ml, solution injectable (I.M.-I.V.) en ampoule",solution injectable,
60075192,"VENLAFAXINE ARROW LP 37,5 mg, gélule à libération prolongée",gélule à libération prolongée,5
60075452,"PREGABALINE BIOGARAN 100 mg, gélule",gélule,5
60077460,"ASCLEPIAS TUBEROSA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60077574,"CARDENSIEL 2,5 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60079155,"ZOXAN LP 8 mg, comprimé à libération prolongée",comprimé à libération prolongée,3
60079721,"PERMIXON 160 mg, gélule",gélule,5
60082023,"FERVEXRHUME, comprimé pelliculé",comprimé pelliculé,3
60082895,"LAPIS ALBUS BOIRON, degré de dilution compris entre 3CH à 30CH et 5DH à 60 DH",comprimé et solution(s) et granules et poudre et pommade,3
60083132,"OLANZAPINE ARROW GENERIQUES 10 mg, comprimé orodispersible",comprimé orodispersible,3
60085578,"PEFLACINE MONODOSE 400 mg, comprimé enrobé",comprimé enrobé,3
60085610,"VENLAFAXINE MYLAN PHARMA LP 37,5 mg, gélule à libération prolongée",gélule à libération prolongée,5
60091086,"PARACETAMOL TEVA 500 mg, gélule",gélule,5
60092590,"SINEMET 250 mg/25 mg, comprimé sécable",comprimé sécable,3
60093639,"ROPINIROLE BIOGARAN LP 8 mg, comprimé pelliculé à libération prolongée",comprimé pelliculé à libération prolongée,3
60094125,"TRANDOLAPRIL MYLAN 0,5 mg, gélule",gélule,5
60095526,"FOSINOPRIL ZENTIVA 10 mg, comprimé sécable",comprimé sécable,3
60095729,"MAXILASE MAUX DE GORGE ALPHA-AMYLASE 3000 U. CEIP, comprimé enrobé",comprimé enrobé,3
60097203,"PRAVASTATINE ARROW 10 mg, comprimé sécable",comprimé sécable,3
60099738,"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 500 mg/62,5 mg ADULTES, comprimé pelliculé (rapport amoxicilline/acide clavulanique : 8/1)",comprimé pelliculé,3
60105162,"GABAPENTINE ZENTIVA 600 mg, comprimé pelliculé",comprimé pelliculé,3
60106848,"DROSPIBEL 0,02 mg/3 mg, comprimé pelliculé",comprimé pelliculé,3
60108518,"OXYCODONE SANDOZ 20 mg, gélule",gélule,5
60108870,"CAPTOPRIL SANDOZ 50 mg, comprimé quadrisécable",comprimé quadrisécable,3
60109100,"MONO TILDIEM LP 200 mg, gélule à libération prolongée",gélule à libération prolongée,5
60111101,"MAGNESIUM/VITAMINE B6 MYLAN 48 mg/5 mg, comprimé pelliculé",comprimé pelliculé,3
60111813,"ENALAPRIL ZENTIVA 20 mg, comprimé sécable",comprimé sécable,3
60112192,"CEFUROXIME ZENTIVA 250 mg, comprimé enrobé",comprimé enrobé,3
60116810,"PERINDOPRIL ARGININE/INDAPAMIDE BIOGARAN 2,5 mg/0,625 mg, comprimé pelliculé",comprimé pelliculé,3
60117638,"PULSATILLA LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60118971,"PINAVERIUM BIPHAR 100 mg, comprimé pelliculé",comprimé pelliculé,3
60121234,"AMYLIUM NITROSUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60122628,"CANDESARTAN CRISTERS 8 mg, comprimé sécable",comprimé sécable,3
60123363,"FINASTERIDE ACCORD 5 mg, comprimé pelliculé",comprimé pelliculé,3
60124020,"INTEGRILIN 2 mg/ml, solution injectable",solution injectable,
60124999,"CLOPIDOGREL ZF 75 mg, comprimé pelliculé",comprimé pelliculé,3
60126594,"OLANZAPINE MYLAN 5 mg, comprimé orodispersible",comprimé orodispersible,3
60126612,"VIABORPAX, comprimé orodispersible",comprimé orodispersible,3
60128339,"SOLIFENACINE CRISTERS 10 mg, comprimé pelliculé",comprimé pelliculé,3
60129665,"IBUPROFENE SANDOZ 400 mg, comprimé enrobé",comprimé enrobé,3
60129957,"METOJECT 17,5 mg/0,35 ml, solution injectable en stylo prérempli",solution injectable,
60130354,"EAU OXYGENEE 10 VOLUMES EVOLUPHARM, solution pour application cutanée",solution pour application,
60130742,"NAFTIDROFURYL TEVA 200 mg, comprimé pelliculé",comprimé pelliculé,3
60130906,"LOSARTAN ZENTIVA 50 mg, comprimé pelliculé",comprimé pelliculé,3
60131132,"XELEVIA 50 mg, comprimé pelliculé",comprimé pelliculé,3
60131805,"ROPIVACAœNE KABI 2 mg/ml, solution injectable en ampoule",solution injectable,
60133432,"TUSSIDANE 30 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60133973,"TAMSULOSINE ZYDUS FRANCE LP 0,4 mg, gélule à libération prolongée",gélule à libération prolongée,5
60135020,"CEFTAZIDIME PANMEDICA 2 g, poudre pour solution injectable",poudre pour solution injectable,
60139257,"RACECADOTRIL BIOGARAN CONSEIL 100 mg, gélule",gélule,5
60139563,"ESCITALOPRAM ZENTIVA 5 mg, comprimé pelliculé",comprimé pelliculé,3
60140882,"ARIPIPRAZOLE TEVA 10 mg, comprimé orodispersible",comprimé orodispersible,3
60141614,"F…BUXOSTAT ARROW 120 mg, comprimé pelliculé",comprimé pelliculé,3
60142043,"LOSARTAN HYDROCHLOROTHIAZIDE RANBAXY 100 mg/25 mg, comprimé pelliculé",comprimé pelliculé,3
60144966,"MONICOR L.P. 60 mg, gélule à libération prolongée",gélule à libération prolongée,5
60145580,"SIMVASTATINE ZYDUS FRANCE 20 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60145801,"PANTOPRAZOLE BOUCHARA RECORDATI 20 mg, comprimé gastro-résistant",comprimé gastro-résistant(e),3
60148167,"MOZOBIL 20 mg/ml, solution pour injection",solution injectable,
60149276,"EPHEDRINE AGUETTANT 3 mg/ml, solution injectable en seringue préremplie",solution injectable,
60150435,"BORAX LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60150467,"DONEPEZIL ARROW GENERIQUES 5 mg, comprimé orodispersible",comprimé orodispersible,3
60151124,"MEMANTINE ARROW LAB 10 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60151697,"OFLOXACINE BIOGARAN 200 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60152411,"TRAMADOL/PARACETAMOL KRKA 37,5 mg/325 mg, comprimé pelliculé",comprimé pelliculé,3
60154024,"TRIMETAZIDINE EG 35 mg, comprimé pelliculé à libération modifiée",comprimé pelliculé à libération modifiée,3
60155667,"ETOPOSIDE TEVA 200 mg/10 ml, solution injectable pour perfusion",solution injectable pour perfusion,
60155788,"ZOLOFT 25 mg, gélule",gélule,5
60156089,"BICALUTAMIDE ALMUS 50 mg, comprimé pelliculé",comprimé pelliculé,3
60156413,"ENALAPRIL/LERCANIDIPINE ARROW 20 mg/10 mg, comprimé pelliculé",comprimé pelliculé,3
60156662,"KREOSOTUM BOIRON, degré de dilution compris entre 5CH et 30CH ou entre 14DH et 60DH (pour les formes orales solides) et 5CH et 30CH ou entre 10DH et 60DH (pour les formes orales liquides)",comprimé et solution(s) et granules et poudre,3
60158154,"TOPOTECAN KABI 1 mg/ml, poudre pour solution à diluer pour perfusion",poudre pour solution à diluer pour perfusion,
60158193,"APIS MELLIFICA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",comprimé et solution(s) et granules et poudre et pommade,3
60159128,"ENALAPRIL EG 5 mg, comprimé sécable",comprimé sécable,3
60160479,"IVABRADINE ZENTIVA 5 mg, comprimé pelliculé",comprimé pelliculé,3
60160707,"DEROXAT 20 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60160835,"SEVELAMER CARBONATE ARROW 800 mg, comprimé pelliculé",comprimé pelliculé,3
60162494,"SKUDEXUM 75 mg/25 mg, comprimé pelliculé",comprimé pelliculé,3
60165394,"PREGABALINE RANBAXY 25 mg, gélule",gélule,5
60166980,"FLUVASTATINE EVOLUGEN 20 mg, gélule",gélule,5
60168515,"NEORECORMON 30 000 UI, solution injectable en seringue préremplie",solution injectable,
60170046,"PARACETAMOL BIOGARAN 500 mg, comprimé effervescent",comprimé effervescent(e),3
60173964,"NAUSICALM ADULTES 50 mg, gélule",gélule,5
60177044,"AMIODARONE RANBAXY 200 mg, comprimé sécable",comprimé sécable,3
60180720,"RAMIPRIL SANDOZ 10 mg, comprimé sécable",comprimé sécable,3
60181562,"XANTHIUM L.P. 400 mg, gélule à libération prolongée",gélule à libération prolongée,5
60181733,"XYLOCAINE 10 mg/ml SANS CONSERVATEUR, solution injectable",solution injectable,
60182486,"BICARBONATE DE SODIUM BAXTER A 1,4 POUR CENT, solution injectable pour perfusion en poche",solution injectable pour perfusion,
60182657,"FRAXODI 11 400 U.I. AXa/0,6 ml, solution injectable (S.C.) en seringue pré-remplie",solution injectable,
60184188,"DEPAKINE 500 mg, comprimé gastro-résistant",comprimé gastro-résistant(e),3
60185201,"RAMIPRIL MYLAN 10 mg, comprimé sécable",comprimé sécable,3
60186043,"INVIRASE 500 mg, comprimé pelliculé",comprimé pelliculé,3
60189609,"FINASTERIDE ISOMED 5 mg, comprimé pelliculé",comprimé pelliculé,3
60192594,"FUROSEMIDE ARROW 40 mg, comprimé sécable",comprimé sécable,3
60195010,"UNIFLOX, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60196945,"RISPERIDONE MYLAN 3 mg, comprimé orodispersible",comprimé orodispersible,3
60197011,"ESCITALOPRAM ALMUS 15 mg, comprimé pelliculé sécable",comprimé pelliculé sécable,3
60200678,"PERMIXON 160 mg, gélule",gélule,5
60200938,"RETACRIT 4000 UI/0,4 ml, solution injectable en seringue préremplie",solution injectable,
60203546,"PREGABALINE MYLAN 50 mg, gélule",gélule,5
60203795,"ADEMPAS 2 mg, comprimé pelliculé",comprimé pelliculé,3
60205458,"KETESSE 50 mg/2 ml, solution injectable/pour perfusion",solution injectable pour perfusion,
60206332,"ACTIFED RHUME JOUR ET NUIT, comprimé",comprimé et  comprimé,3
60207459,"EXEMESTANE SANDOZ 25 mg, comprimé pelliculé",comprimé pelliculé,3
60208810,"IBUPROFENE NEPENTHES 200 mg, comprimé pelliculé",comprimé pelliculé,3
60209531,"REPAGLINIDE ZYDUS 2 mg, comprimé sécable",comprimé sécable,3
60209645,"OXYNORM 10 mg/ml, solution injectable",solution injectable,
60210697,"CALCIUM VITAMINE D3 BIOGARAN 500 mg/400 UI, comprimé à sucer",comprimé à sucer,3
60211183,"AZATHIOPRINE TEVA 50 mg, comprimé pelliculé",comprimé pelliculé,3
